Variable2,Variable
Pop_Ter_edu,Population|Tertiary education
Pop_Urb_Sha,Population|Urban|Share
Pre_Dea_PM2,Premature Deaths|PM2.5
Prc_Agr_Liv_Ind,Price|Agriculture|Livestock|Index
Prc_Agr_Ric_Ind,Price|Agriculture|Rice|Index
Prc_Fin_Ene_Res_and_Com_Res_Ele,Price|Final Energy|Residential and Commercial|Residential|Electricity
Prc_Fin_Ene_Res_and_Com_Res_Gas_Nat_Gas,Price|Final Energy|Residential and Commercial|Residential|Gases|Natural Gas
Prc_Fin_Ene_Res_and_Com_Res_Liq_Bio,Price|Final Energy|Residential and Commercial|Residential|Liquids|Biomass
Prc_Fin_Ene_Res_and_Com_Res_Liq_Oil,Price|Final Energy|Residential and Commercial|Residential|Liquids|Oil
Prc_Fin_Ene_Res_and_Com_Res_SolidsBio,Price|Final Energy|Residential and Commercial|Residential|Solids|Biomass
Prc_Fin_Ene_Res_and_Com_Res_SolidsCoa,Price|Final Energy|Residential and Commercial|Residential|Solids|Coal
Prc_Fin_Ene_Tra_Ele,Price|Final Energy|Transportation|Electricity
Prc_Fin_Ene_Tra_Gas,Price|Final Energy|Transportation|Gases
Prc_Fin_Ene_Tra_Gas_BioEne,Price|Final Energy|Transportation|Gases|Bioenergy
Prc_Fin_Ene_Tra_Gas_Fos,Price|Final Energy|Transportation|Gases|Fossil
Prc_Fin_Ene_Tra_Hyd,Price|Final Energy|Transportation|Hydrogen
Prc_Fin_Ene_Tra_Liq,Price|Final Energy|Transportation|Liquids
Prc_Fin_Ene_Tra_Liq_BioEne,Price|Final Energy|Transportation|Liquids|Bioenergy
Prc_Fin_Ene_Tra_Liq_Fos,Price|Final Energy|Transportation|Liquids|Fossil
Prc_Fin_Ene_Tra_Liq_Hyd_syn,Price|Final Energy|Transportation|Liquids|Hydrogen synfuel
Prc_Ind_Cem,Price|Industry|Cement
Prc_Ind_Che,Price|Industry|Chemicals
Prc_Ind_Che_Amm,Price|Industry|Chemicals|Ammonia
Prc_Ind_Che_Hig_val_che,Price|Industry|Chemicals|High value chemicals
Prc_Ind_Che_Met,Price|Industry|Chemicals|Methanol
Prc_Ind_Che_Oth,Price|Industry|Chemicals|Other
Prc_Ind_Non_met,Price|Industry|Non-ferrous metals
Prc_Ind_Oth,Price|Industry|Other
Prc_Ind_Pla,Price|Industry|Plastics
Prc_Ind_Pul_and_Pap,Price|Industry|Pulp and Paper
Prc_Ind_Ste,Price|Industry|Steel
Prm_Ene_Coa_Hyd,Primary Energy|Coal|Hydrogen
Prm_Ene_Coa_Solids,Primary Energy|Coal|Solids
Prm_Ene_Gas_Gas,Primary Energy|Gas|Gases
Prm_Ene_Gas_Hyd,Primary Energy|Gas|Hydrogen
Prm_Ene_Gas_Solids,Primary Energy|Gas|Solids
Prm_Ene_NonBioRenGeo,Primary Energy|Non-Biomass Renewables|Geothermal
Prm_Ene_NonBioRenHyd,Primary Energy|Non-Biomass Renewables|Hydro
Prm_Ene_NonBioRenOce,Primary Energy|Non-Biomass Renewables|Ocean
Prm_Ene_NonBioRenSolar,Primary Energy|Non-Biomass Renewables|Solar
Prm_Ene_NonBioRenWin,Primary Energy|Non-Biomass Renewables|Wind
Prm_Ene_Oil_Gas,Primary Energy|Oil|Gases
Prm_Ene_Oil_Hyd,Primary Energy|Oil|Hydrogen
Prm_Ene_Oil_Liq,Primary Energy|Oil|Liquids
Prm_Ene_Oil_Solids,Primary Energy|Oil|Solids
Pro_Che_Oth,Production|Chemicals|Other
Res_Ext_Coa,Resource|Extraction|Coal
Res_Ext_Fos,Resource|Extraction|Fossil
Res_Ext_Gas,Resource|Extraction|Gas
Res_Ext_Min,Resource|Extraction|Mineral
Res_Ext_Oil,Resource|Extraction|Oil
Res_Use_Min,Resource|Use|Mineral
Res_Use_Min_Ele,Resource|Use|Mineral|Electricity
Spe_Ene_Cns_Pro_Cem,Specific Energy Consumption|Production|Cement
Spe_Ene_Cns_Pro_Che,Specific Energy Consumption|Production|Chemicals
Spe_Ene_Cns_Pro_Che_Amm,Specific Energy Consumption|Production|Chemicals|Ammonia
Spe_Ene_Cns_Pro_Che_Hig_val_che,Specific Energy Consumption|Production|Chemicals|High value chemicals
Spe_Ene_Cns_Pro_Che_Met,Specific Energy Consumption|Production|Chemicals|Methanol
Spe_Ene_Cns_Pro_Che_Oth,Specific Energy Consumption|Production|Chemicals|Other
Spe_Ene_Cns_Pro_Non_met,Specific Energy Consumption|Production|Non-ferrous metals
Spe_Ene_Cns_Pro_Oth,Specific Energy Consumption|Production|Other
Spe_Ene_Cns_Pro_Pla,Specific Energy Consumption|Production|Plastics
Spe_Ene_Cns_Pro_Pul_and_Pap,Specific Energy Consumption|Production|Pulp and Paper
Spe_Ene_Cns_Pro_Ste,Specific Energy Consumption|Production|Steel
Tra_Sto_Avi,Transport|Stock|Aviation
Tra_Sto_Avi_Fre,Transport|Stock|Aviation|Freight
Tra_Sto_Avi_Pss,Transport|Stock|Aviation|Passenger
Tra_Sto_Mar,Transport|Stock|Maritime
Tra_Sto_Mar_Fre,Transport|Stock|Maritime|Freight
Tra_Sto_Rai,Transport|Stock|Rail
Tra_Sto_Rai_Fre,Transport|Stock|Rail|Freight
Tra_Sto_Rai_Pss,Transport|Stock|Rail|Passenger
Tra_Sto_Roa,Transport|Stock|Road
Tra_Sto_Roa_Fre,Transport|Stock|Road|Freight
Tra_Sto_Roa_Pss,Transport|Stock|Road|Passenger
Tra_Sto_Roa_Pss_2Wa,Transport|Stock|Road|Passenger|2W&3W
Tra_Sto_Roa_Pss_Bus,Transport|Stock|Road|Passenger|Bus
Tra_Sto_Roa_Pss_LDV,Transport|Stock|Road|Passenger|LDV
Tru_In_oth,Trust|In others
Tru_In_pol,Trust|In politicians
Val_Add_Ind,Value Added|Industry
Val_Add_Ind_Ene,Value Added|Industry|Energy
Val_Add_Ind_Ene_Int,Value Added|Industry|Energy Intensive
Val_Add_Ind_Man,Value Added|Industry|Manufacturing
Val_Add_Ind_Sha_of_ene_cos,Value Added|Industry|Share of energy costs
Val_Add_Res_and_Com_Com,Value Added|Residential and Commercial|Commercial
Wat_Cns_Ele_wo_Hyd,Water Consumption|Electricity w/o Hydro
Wat_Cns_Ele_Col_Pon,Water Consumption|Electricity|Cooling Pond
Wat_Cns_Ele_Dry_Col,Water Consumption|Electricity|Dry Cooling
Wat_Cns_Ele_Sea_Col,Water Consumption|Electricity|Sea Cooling
Wat_The_Pol_Ele_Sea_Col,Water Thermal Pollution|Electricity|Sea Cooling
Wat_Wit_Ele_Col_Pon,Water Withdrawal|Electricity|Cooling Pond
Wat_Wit_Ele_Dry_Col,Water Withdrawal|Electricity|Dry Cooling
Wat_Wit_Ele_Sea_Col,Water Withdrawal|Electricity|Sea Cooling
Yie_BioEne2nd_gen,Yield|Bioenergy|2nd generation
Sec_Ene_HeatBio,Secondary Energy|Heat|Biomass
Sec_Ene_HeatCoa,Secondary Energy|Heat|Coal
Sec_Ene_HeatGas,Secondary Energy|Heat|Gas
Sec_Ene_HeatGeo,Secondary Energy|Heat|Geothermal
Sec_Ene_HeatNuc,Secondary Energy|Heat|Nuclear
Sec_Ene_HeatOil,Secondary Energy|Heat|Oil
Sec_Ene_HeatOth,Secondary Energy|Heat|Other
Sec_Ene_HeatSolar,Secondary Energy|Heat|Solar
Str_Inv_Ene_Dem_Ind,Stranded Investment|Energy Demand|Industry
Str_Inv_Ene_Dem_Bui,Stranded Investment|Energy Demand|Buildings
Str_Inv_Ene_Dem_Tra,Stranded Investment|Energy Demand|Transportation
Str_Inv_Ene_Sup,Stranded Investment|Energy Supply
Trd_Coa,Trade|Primary Energy|Coal|Energy
Trd_Cru,Trade|Primary Energy|Oil|Energy
Trd_Oil,Trade|Secondary Energy|Liquids|Oil|Energy
Trd_Gas,Trade|Secondary Energy|Gas|Natural gas|Energy
Trd_Crn,Trade|Primary Energy|Biomass|Energy
Trd_Bio,Trade|Secondary Energy|Liquids|Biomass|Energy
Trd_Amm,Trade|Secondary Energy|Gas|Ammonia|Energy
Trd_Syn,Trade|Secondary Energy|Liquids|Hydrogen synfuel|Energy
Shi_Bul,Trade ship|Bulk carrier
Shi_Cru,Trade ship|Crude oil tanker
Shi_Pro,Trade ship|Products tanker
Shi_LNG,Trade ship|LNG tanker
Shi_NH3,Trade ship|Ammonia tanker
Fin_Ene_Liq_Oil,Final Energy|Liquids|Oil
Fin_Ene_Res_and_Com_Liq_Oil,Final Energy|Residential and Commercial|Liquids|Oil
Fin_Ene_Liq_Bio,Final Energy|Liquids|Biomass
Fin_Ene_Res_and_Com_Liq_Bio,Final Energy|Residential and Commercial|Liquids|Biomass
Fin_Ene_Tra_Liq_Bio,Final Energy|Transportation|Liquids|Biomass
Fin_Ene_Liq_Hyd_syn,Final Energy|Liquids|Hydrogen synfuel
Fin_Ene_Res_and_Com_Liq_Hyd_syn,Final Energy|Residential and Commercial|Liquids|Hydrogen synfuel
Fin_Ene_Tra_Liq_Hyd_syn,Final Energy|Transportation|Liquids|Hydrogen synfuel
Emi_CO2_Ene_and_Ind_Pro_inc_Dir_Air,Emissions|CO2|Energy and Industrial Processes including Direct Air
